iter	Logloss
330	0.4898379875
331	0.4898303472
332	0.4898208979
333	0.4898136026
334	0.4898081519
335	0.489800883
336	0.4897936158
337	0.4897873148
338	0.4897831191
339	0.4897822503
340	0.4897698262
341	0.4897642741
342	0.4897547248
343	0.4897527776
344	0.4897469849
345	0.4897409179
346	0.4897292232
347	0.4897237379
348	0.4897185965
349	0.4897123481
350	0.4897069275
351	0.4896995515
352	0.4896974482
353	0.4896912603
354	0.4896847522
355	0.4896777323
356	0.4896695493
357	0.4896635397
358	0.4896550516
359	0.4896480868
360	0.4896406451
361	0.4896230904
362	0.4896167471
363	0.4896110516
364	0.4896025956
365	0.4895992416
366	0.489593129
367	0.4895859267
368	0.4895791193
369	0.4895718719
370	0.4895612841
371	0.4895566841
372	0.4895494443
373	0.4895425139
374	0.489538683
375	0.489529758
376	0.4895237654
377	0.4895153591
378	0.4895120269
379	0.4895057243
380	0.4895013636
381	0.4894919988
382	0.4894846668
383	0.4894834486
384	0.4894737347
385	0.4894732335
386	0.489470451
387	0.4894653642
388	0.4894573836
389	0.4894498511
390	0.489441846
391	0.4894370159
392	0.4894300677
393	0.4894281089
394	0.4894249366
395	0.4894224809
396	0.4894169383
397	0.4894101498
398	0.4894058007
399	0.4893963924
400	0.4893868456
401	0.4893860127
402	0.4893810599
403	0.4893781765
404	0.4893706406
405	0.4893663019
406	0.4893634723
407	0.4893572276
408	0.4893496448
409	0.4893391124
410	0.4893326708
411	0.4893225106
412	0.4893149022
413	0.4893106967
414	0.4893075775
415	0.4893023251
416	0.4892961156
417	0.4892894731
418	0.4892828331
419	0.4892758156
420	0.4892725496
421	0.4892633785
422	0.4892575552
423	0.4892540112
424	0.4892521723
425	0.4892453631
426	0.4892386834
427	0.4892369858
428	0.4892333851
429	0.4892287557
430	0.4892257416
431	0.4892197519
432	0.4892167578
433	0.4892126919
434	0.4892060585
435	0.4891973652
436	0.4891936159
437	0.4891890126
438	0.4891853235
439	0.4891662203
440	0.4891600663
441	0.4891558648
442	0.4891525612
443	0.4891518414
444	0.4891484178
445	0.4891388497
446	0.4891306151
447	0.4891230789
448	0.4891181254
449	0.4891135243
450	0.4891049256
451	0.4890993752
452	0.4890951684
453	0.4890876546
454	0.4890848847
455	0.4890744621
456	0.4890704959
457	0.4890665904
458	0.489059661
459	0.4890562777
460	0.4890496406
461	0.4890446079
462	0.4890397013
463	0.4890369728
464	0.4890302971
465	0.4890247472
466	0.4890133796
467	0.489005356
468	0.4890027698
469	0.4889984397
470	0.4889951514
471	0.4889901513
472	0.4889866564
473	0.4889834126
474	0.4889760781
475	0.4889748997
476	0.488969592
477	0.488966855
478	0.488964947
479	0.4889612339
480	0.4889594674
481	0.4889559736
482	0.4889533905
483	0.4889482287
484	0.4889435581
485	0.4889392774
486	0.4889349971
487	0.4889296916
488	0.4889239732
489	0.4889227333
490	0.4889114794
491	0.4889069172
492	0.4889039806
493	0.4888975953
494	0.4888958687
495	0.4888908057
496	0.4888841871
497	0.4888762762
498	0.4888745767
499	0.488872731
500	0.4888710552
501	0.4888646497
502	0.4888629166
503	0.4888544767
504	0.4888486861
505	0.4888478369
506	0.488843111
507	0.4888395634
508	0.4888337646
509	0.4888292492
510	0.4888217429
511	0.4888160162
512	0.4888140926
513	0.4888110927
514	0.488803691
515	0.488798969
516	0.4887927385
517	0.4887882502
518	0.488783829
519	0.4887783052
520	0.4887779692
521	0.4887728968
522	0.4887682973
523	0.4887639909
524	0.4887597136
525	0.4887572728
526	0.4887547459
527	0.4887516555
528	0.4887462878
529	0.4887371672
530	0.4887341963
531	0.4887307751
532	0.4887286447
533	0.4887269221
534	0.4887157532
535	0.4887096096
536	0.4887033287
537	0.4886985626
538	0.488694824
539	0.4886914276
540	0.4886860235
541	0.4886843723
542	0.4886815075
543	0.488673692
544	0.4886681929
545	0.4886623527
546	0.4886576222
547	0.4886563283
548	0.4886500954
549	0.488647617
550	0.4886423635
551	0.4886389778
552	0.4886378628
553	0.4886346392
554	0.4886277315
555	0.4886228733
556	0.4886169504
557	0.4886147307
558	0.4886131199
559	0.48860808
560	0.4886064217
561	0.4886005712
562	0.4885991219
563	0.4885960868
564	0.4885937728
565	0.4885903426
566	0.4885859754
567	0.488577498
568	0.4885731809
569	0.4885673447
570	0.4885635514
571	0.4885566044
572	0.4885520528
573	0.4885498455
574	0.4885471287
575	0.4885375672
576	0.488531983
577	0.4885238958
578	0.488517526
579	0.4885104467
580	0.488505312
581	0.4884976775
582	0.4884965142
583	0.4884868226
584	0.48848408
585	0.4884799103
586	0.488472676
587	0.488468619
588	0.4884641757
589	0.4884616745
590	0.4884571123
591	0.4884566285
592	0.4884515421
593	0.4884487258
594	0.48844428
595	0.4884428245
596	0.4884390541
597	0.4884339026
598	0.4884335001
599	0.4884288909
600	0.4884219137
601	0.4884152833
602	0.4884113665
603	0.4884042051
604	0.488377889
605	0.4883702687
606	0.4883675087
607	0.4883623925
608	0.4883586557
609	0.4883539393
610	0.4883489598
611	0.4883471607
612	0.4883422607
613	0.488337024
614	0.4883343256
615	0.4883282633
616	0.4883217507
617	0.4883171832
618	0.4883143568
619	0.4883126966
620	0.4883088116
621	0.4883043346
622	0.4883026727
623	0.4882990675
624	0.488295392
625	0.4882909626
626	0.4882857884
627	0.4882798853
628	0.4882781032
629	0.4882733281
630	0.4882552679
631	0.4882518449
632	0.4882505866
633	0.4882465256
634	0.4882429689
635	0.4882384178
636	0.4882335369
637	0.4882331522
638	0.4882323521
639	0.4882306549
640	0.4882281386
641	0.488219607
642	0.4882140863
643	0.4882093107
644	0.4882064876
645	0.4882010864
646	0.4881995863
647	0.4881941642
648	0.4881921715
649	0.4881886337
650	0.4881821549
651	0.4881752487
652	0.4881702669
653	0.4881690841
654	0.4881660794
655	0.4881598457
656	0.4881550992
657	0.4881532741
658	0.4881486673
659	0.4881458153
660	0.4881441729
661	0.4881394199
662	0.4881348114
663	0.4881303044
664	0.4881237347
665	0.4881175192
666	0.4881160295
667	0.4881144211
668	0.4881097631
669	0.4881064425
670	0.4881021675
671	0.4880965004
672	0.4880901836
673	0.4880852469
674	0.4880792066
675	0.4880760389
676	0.4880717188
677	0.488067713
678	0.4880634727
679	0.488059947
680	0.4880582019
681	0.4880570806
682	0.4880546464
683	0.4880508923
684	0.488047352
685	0.4880440583
686	0.4880400294
687	0.4880381449
688	0.4880369361
689	0.4880367271
690	0.488034662
691	0.488028487
692	0.4880253387
693	0.4880208748
694	0.4880187821
695	0.4880170055
696	0.4880123292
697	0.4880114212
698	0.4880069455
699	0.4880015227
700	0.4879996988
701	0.4879938934
702	0.4879920672
703	0.4879896282
704	0.4879856185
705	0.4879838695
706	0.4879785335
707	0.4879754226
708	0.4879707223
709	0.4879667059
710	0.4879513241
711	0.4879476057
712	0.4879436821
713	0.4879392694
714	0.4879335056
715	0.487931317
716	0.4879250256
717	0.4879144788
718	0.4879104901
719	0.4879055666
720	0.487902959
721	0.4878996532
722	0.4878959399
723	0.4878881045
724	0.487885463
725	0.4878798756
726	0.4878770154
727	0.4878706775
728	0.4878669948
729	0.4878638628
730	0.4878579066
731	0.4878511702
732	0.487849636
733	0.4878449074
734	0.4878398756
735	0.487837107
736	0.4878308652
737	0.4878263671
738	0.4878223147
739	0.4878196884
740	0.4878133675
741	0.4878032448
742	0.4877987265
743	0.487797687
744	0.4877946363
745	0.4877890588
746	0.487784707
747	0.4877806486
748	0.4877763684
749	0.487773459
750	0.4877658837
751	0.4877601303
752	0.4877579194
753	0.4877499626
754	0.4877461181
755	0.4877371024
756	0.4877344803
757	0.4877318713
758	0.4877279274
759	0.4877229957
760	0.4877137678
761	0.4877081856
762	0.4877050254
763	0.4877012056
764	0.4876988638
765	0.4876940033
766	0.4876913808
767	0.4876863778
768	0.4876843273
769	0.4876817615
770	0.4876765852
771	0.4876715442
772	0.48766656
773	0.4876643462
774	0.4876613067
775	0.4876584055
776	0.4876539018
777	0.4876477356
778	0.4876434876
779	0.4876376008
780	0.4876354425
781	0.4876332965
782	0.4876311739
783	0.4876230126
784	0.4876206552
785	0.4876189429
786	0.4876136762
787	0.4876098792
788	0.4876072481
789	0.4876056479
790	0.4876009469
791	0.4875954626
792	0.487592399
793	0.4875894513
794	0.4875853376
795	0.4875751487
796	0.4875714452
797	0.4875649437
798	0.4875628062
799	0.4875606377
800	0.4875555582
801	0.4875522071
802	0.4875483359
803	0.4875445398
804	0.4875430899
805	0.4875400791
806	0.4875350757
807	0.4875301657
808	0.4875245383
809	0.4875195528
810	0.4875148382
811	0.4875128672
812	0.4875068237
813	0.4875018822
814	0.4874969173
815	0.4874928928
816	0.4874876323
817	0.487484733
818	0.4874822661
819	0.4874781364
820	0.4874731285
821	0.487467655
822	0.4874659857
823	0.4874612381
824	0.4874569174
825	0.4874543371
826	0.4874500136
827	0.4874486597
828	0.4874478854
829	0.4874447687
830	0.4874405666
831	0.4874312066
832	0.4874272341
833	0.4874207026
834	0.4874177927
835	0.4874121105
836	0.4874105157
837	0.4874052741
838	0.4874010384
839	0.4873955905
840	0.4873929658
841	0.4873864692
842	0.4873824629
843	0.4873797286
844	0.4873770431
845	0.487372054
846	0.4873675709
847	0.4873649092
848	0.48735913
849	0.4873536421
850	0.4873502276
851	0.4873497598
852	0.4873448488
853	0.4873431296
854	0.4873373124
855	0.4873321384
856	0.4873298087
857	0.4873270111
858	0.4873218818
859	0.487320121
860	0.4873186677
861	0.4873171127
862	0.4873153558
863	0.4873093932
864	0.4873078777
865	0.4873060703
866	0.4873030574
867	0.487299953
868	0.4872976026
869	0.4872933805
870	0.4872911605
871	0.4872857557
872	0.4872809381
873	0.4872782672
874	0.4872733951
875	0.4872724778
876	0.4872700711
877	0.4872700403
878	0.4872679163
879	0.4872652368
880	0.4872651626
881	0.4872586186
882	0.4872554583
883	0.4872541659
884	0.4872505252
885	0.4872482403
886	0.4872436048
887	0.4872367158
888	0.4872338967
889	0.4872299691
890	0.4872285713
891	0.4872229387
892	0.4872209597
893	0.4872169745
894	0.4872118905
895	0.4872118776
896	0.4872067511
897	0.4872041572
898	0.4872026904
899	0.4871984923
900	0.4871944236
901	0.4871923027
902	0.4871873148
903	0.4871814561
904	0.4871755182
905	0.4871727568
906	0.4871691631
907	0.4871651627
908	0.4871612654
909	0.4871606106
910	0.48715412
911	0.4871483002
912	0.4871432605
913	0.4871385013
914	0.4871331414
915	0.4871282879
916	0.4871261278
917	0.487122923
918	0.4871216804
919	0.4871188696
920	0.4871167496
921	0.4871142506
922	0.4871117316
923	0.4871099155
924	0.4871057404
925	0.4871013957
926	0.4870973694
927	0.4870927174
928	0.4870885148
929	0.4870857608
930	0.4870821171
931	0.4870774127
932	0.4870737168
933	0.4870708534
934	0.4870629976
935	0.4870556668
936	0.4870526207
937	0.4870496108
938	0.4870473832
939	0.4870455505
940	0.4870415029
941	0.4870383836
942	0.4870382906
943	0.4870360104
944	0.4870284981
945	0.4870250103
946	0.4870226039
947	0.487020724
948	0.4870168976
949	0.4870154991
950	0.4870105502
951	0.4870094889
952	0.4870086931
953	0.4870073895
954	0.4870033826
955	0.4870007246
956	0.4869949057
957	0.4869923241
958	0.4869869589
959	0.4869821342
960	0.4869775007
961	0.48697247
962	0.4869672688
963	0.4869638041
964	0.4869614686
965	0.4869604733
966	0.4869567928
967	0.4869560837
968	0.4869531057
969	0.4869523768
970	0.4869493184
971	0.4869430267
972	0.4869390386
973	0.4869383198
974	0.4869366278
975	0.4869342036
976	0.4869321966
977	0.4869282552
978	0.48692653
979	0.4869222712
980	0.4869170284
981	0.4869153104
982	0.4869107616
983	0.486905217
984	0.486904554
985	0.4869017087
986	0.4869001347
987	0.4868983238
988	0.4868954402
989	0.4868904275
990	0.4868902537
991	0.4868898001
992	0.4868892134
993	0.4868868842
994	0.4868829697
995	0.4868790493
996	0.4868746502
997	0.4868711325
998	0.486869502
999	0.4868663559
